A1	NO TALONS	https://d8j0ntlcm91z4.cloudfront.net/user_3H0VpNOETP4iFCc9Ircvn51x9LF/hf_20260809_223057_e55d61e2-9032-4f2a-a4e7-d0bafbf3dbe2.png
A2	NO TALONS	https://d8j0ntlcm91z4.cloudfront.net/user_3H0VpNOETP4iFCc9Ircvn51x9LF/hf_20260809_222954_1ae059ff-31e4-40b2-bb8c-f6a6acdfb03b.png
B1	DEADLIEST BIRD	https://d8j0ntlcm91z4.cloudfront.net/user_3H0VpNOETP4iFCc9Ircvn51x9LF/hf_20260809_223057_54851def-4a16-4b41-a8a5-950ec0bd843c.png
C1	15ms	https://d8j0ntlcm91z4.cloudfront.net/user_3H0VpNOETP4iFCc9Ircvn51x9LF/hf_20260809_222954_8cd93744-116e-4ce3-a674-88201adf160f.png
C2	15ms	https://d8j0ntlcm91z4.cloudfront.net/user_3H0VpNOETP4iFCc9Ircvn51x9LF/hf_20260809_222954_b2838f17-d24b-49d3-8b7e-4eef0cae7769.png
